scenario_id,repeat_id,vx_mae_physx,vx_mae_mujoco,yaw_mae_physx,yaw_mae_mujoco,roll_rms_physx,roll_rms_mujoco,pitch_rms_physx,pitch_rms_mujoco,base_z_mean_physx,base_z_mean_mujoco,base_z_std_physx,base_z_std_mujoco,fall_rate_physx,fall_rate_mujoco,survival_time_s_physx,survival_time_s_mujoco,action_l2_mean_physx,action_l2_mean_mujoco,action_delta_l2_mean_physx,action_delta_l2_mean_mujoco,action_delta_rate_mean_physx,action_delta_rate_mean_mujoco,action_delta_rel_mean_physx,action_delta_rel_mean_mujoco,dt_mean_physx,dt_mean_mujoco
flat_forward,0,,0.5364395318343873,,0.041746498451332416,,0.016190328205779175,,0.021204948393254444,,0.3326052764179726,,0.011970580320545285,,0.0,,20.00000000000146,,2.091855682303315,,0.01808965309456418,,1.8089653094562859,,0.008691852966058905,,0.01000000000000073
flat_forward,1,,0.5382134444351996,,0.04235809454819922,,0.015888319248172737,,0.02127034637888671,,0.33256979162155975,,0.011970298617528175,,0.0,,20.00000000000146,,2.0936413738741364,,0.01717929378189127,,1.7179293781890013,,0.008213347926731434,,0.01000000000000073
flat_forward,2,,0.5381882777358051,,0.04217047451175551,,0.016549275494882082,,0.021128171852257606,,0.3325761595226395,,0.011959937770112415,,0.0,,20.00000000000146,,2.0900603108880147,,0.017988120988334702,,1.798812098833339,,0.00864008819965705,,0.01000000000000073
slope_forward,0,,0.7707753564635874,,0.4466222624260016,,0.3682119993376273,,0.2597458255704113,,0.48308724394458685,,0.14464213420108527,,0.0005561735261401557,,17.97999999999899,,3.6494431746153357,,0.7570483985989014,,75.70483985989439,,0.17185081364620208,,0.009999999999999438
slope_forward,1,,0.6005692795956321,,0.3199265723211194,,0.05705953200551931,,0.13670961358228673,,0.50546718860432,,0.15686697830749374,,0.0,,20.00000000000146,,3.248405617328144,,0.659579968183296,,65.95799681832479,,0.15396156217606083,,0.01000000000000073
slope_forward,2,,0.7674441717911021,,0.2379763636900093,,0.3775582381776561,,0.1168397107884766,,0.48195760666505294,,0.11967399502948069,,0.0010080645161290322,,9.919999999999941,,2.5164447378070998,,0.2464456825443071,,24.644568254430855,,0.07501765512127224,,0.009999999999999941
stairs_forward,0,,0.95339486607901,,0.39079247921875127,,0.14026534018333192,,0.6031391781354712,,0.29018647544592685,,0.09920576961979302,,0.0005235602094240838,,19.10000000000036,,4.6230524819177665,,0.38389515583600753,,38.38951558360004,,0.07541332457273792,,0.010000000000000188
stairs_forward,1,,0.8422058255843609,,0.6405739593013547,,0.5786496333910282,,0.7703793478741577,,0.40704455516600935,,0.19202852530700726,,0.0,,20.00000000000146,,5.084849598720035,,0.8945283874409319,,89.45283874408666,,0.16902137846950602,,0.01000000000000073
stairs_forward,2,,0.9804600691806133,,0.4574132901311308,,0.07254150478291745,,0.09876486832382941,,0.39426379331610145,,0.03964948379879719,,0.0,,20.00000000000146,,3.8851024353585704,,1.046962148874414,,104.69621488743375,,0.26730396134728385,,0.01000000000000073
