engine,scenario_id,repeat_id,seed,step,time_s,cmd_vx,cmd_yaw,base_z,base_roll,base_pitch,base_lin_vx,base_ang_yaw,action_l2,action_delta_l2,fallen_flag
mujoco,slope_forward,2,2,1,0.010000000000000002,1.0,0.0,0.49950883017747605,0.0003232782282349208,0.0026839819010714525,-0.0070977843052348576,-0.10226809194610267,1.0706878900527954,0.0,0
mujoco,slope_forward,2,2,2,0.02000000000000001,1.0,0.0,0.49815328141632265,0.0005119554820579066,0.004492568772982068,-0.0011321841238863645,-0.07526713357027007,1.0965667963027954,0.33013981580734253,0
mujoco,slope_forward,2,2,3,0.03000000000000002,1.0,0.0,0.49594982462049486,0.00038531826325466557,0.0072025063690869,-0.006280976512638314,-0.06418307644332223,1.0789189338684082,0.20418798923492432,0
mujoco,slope_forward,2,2,4,0.04000000000000003,1.0,0.0,0.4928074412370827,0.0003271350870802239,0.008826136373407038,-0.0027015578430745232,-0.05549575412373237,0.8919641375541687,0.22723881900310516,0
mujoco,slope_forward,2,2,5,0.05000000000000004,1.0,0.0,0.4887010699149067,4.286046835586903e-05,0.010865426348704283,-0.00656485314376203,-0.04854407070445059,0.7651613354682922,0.2013622224330902,0
mujoco,slope_forward,2,2,6,0.060000000000000046,1.0,0.0,0.4835727489009865,-0.00015929179900121186,0.012161361589346336,-0.005172694983241719,-0.044684499510148516,0.6770405769348145,0.12283025681972504,0
mujoco,slope_forward,2,2,7,0.07000000000000005,1.0,0.0,0.47742388125923496,-0.0005009376487478084,0.013477736235781008,-0.0075593725646703296,-0.04372064523697109,0.65326327085495,0.08693628013134003,0
mujoco,slope_forward,2,2,8,0.08000000000000006,1.0,0.0,0.47024952733142217,-0.0004670575596396854,0.014297809498625913,-0.006894171908038429,-0.028253543780777445,0.6728455424308777,0.10303819179534912,0
mujoco,slope_forward,2,2,9,0.09000000000000007,1.0,0.0,0.46207213370820766,-0.0005454729680704147,0.015169961948318917,-0.008521184897415466,-0.033413565177656174,0.704014003276825,0.08846006542444229,0
mujoco,slope_forward,2,2,10,0.10000000000000007,1.0,0.0,0.45289052586104134,-0.0006842315132520249,0.015704866054866717,-0.00809539472653639,-0.031755966200616166,0.7433577179908752,0.057107195258140564,0
mujoco,slope_forward,2,2,11,0.11000000000000008,1.0,0.0,0.44272312776643274,-0.000797625392528282,0.016172001942463262,-0.008838839917930599,-0.027991731422662678,0.764091968536377,0.05602622404694557,0
mujoco,slope_forward,2,2,12,0.12000000000000009,1.0,0.0,0.43157334132835745,-0.0009801081429304003,0.016492219949253,-0.009045650760457734,-0.021822542468589563,0.7731873989105225,0.030579688027501106,0
mujoco,slope_forward,2,2,13,0.1300000000000001,1.0,0.0,0.41944359825054034,-0.001111331866526552,0.016636400538533807,-0.009116993905943695,-0.014571041971951004,0.7600843906402588,0.02348715253174305,0
mujoco,slope_forward,2,2,14,0.1400000000000001,1.0,0.0,0.4063391720600699,-0.0012479406007485764,0.016743322927395065,-0.009442105926796618,-0.011526353553576563,0.7699306011199951,0.03142531216144562,0
mujoco,slope_forward,2,2,15,0.1500000000000001,1.0,0.0,0.3922616095501815,-0.0013218142465196395,0.016771193608518132,-0.009787321514033196,0.007344411700170321,0.7671910524368286,0.023062996566295624,0
mujoco,slope_forward,2,2,16,0.16000000000000011,1.0,0.0,0.377805443584097,0.0022410842448644256,0.02485553166213938,-0.02341867023486681,0.12476754059301155,0.7938773036003113,0.05295347049832344,0
mujoco,slope_forward,2,2,17,0.17000000000000012,1.0,0.0,0.36508622498408244,0.007906295416599762,0.047033043751639775,-0.03466127617400552,0.17455632116170272,1.1159403324127197,0.8983590006828308,0
mujoco,slope_forward,2,2,18,0.18000000000000013,1.0,0.0,0.3553234292693183,0.011684778212406054,0.06827919209496744,-0.02406525100498916,0.0658132814342651,2.13254451751709,1.0547560453414917,0
mujoco,slope_forward,2,2,19,0.19000000000000014,1.0,0.0,0.34860881111393655,0.015300330150989198,0.08115689963069445,-0.007222309058006854,-0.02847184180419734,2.535884141921997,0.4645021855831146,0
mujoco,slope_forward,2,2,20,0.20000000000000015,1.0,0.0,0.3444524075284989,0.01803714398666584,0.08448038714402652,0.01182803458014527,-0.17101337639831365,2.554553747177124,0.2451646625995636,0
mujoco,slope_forward,2,2,21,0.21000000000000016,1.0,0.0,0.34222881587964055,0.021371014946125325,0.08300351839818176,0.023455440306904756,-0.163656231405088,1.9803035259246826,0.7364137768745422,0
mujoco,slope_forward,2,2,22,0.22000000000000017,1.0,0.0,0.34121918322472167,0.024442997771942355,0.07952291678588067,0.03233871567042283,-0.19996859328151925,1.478074550628662,0.8364542722702026,0
mujoco,slope_forward,2,2,23,0.23000000000000018,1.0,0.0,0.3408402426591642,0.02680492811133388,0.07546817670934121,0.039141935900081415,-0.17399289847825608,1.3874679803848267,0.501300036907196,0
