engine,scenario_id,repeat_id,seed,step,time_s,cmd_vx,cmd_yaw,base_z,base_roll,base_pitch,base_lin_vx,base_ang_yaw,action_l2,action_delta_l2,fallen_flag
physx,constant_forward,0,0,1,0.009999999776482582,1.0,0.0,0.301457941532135,0.038316395749115315,0.0016249347014294926,0.5730035901069641,5.797843933105469,3.1409385204315186,0.0,0
physx,constant_forward,0,0,2,0.019999999552965164,1.0,0.0,0.3050428330898285,0.07623153332174619,0.015333495347094276,0.8813218474388123,4.851720333099365,5.118488788604736,3.2497928142547607,0
physx,constant_forward,0,0,3,0.029999999329447746,1.0,0.0,0.309612512588501,0.1147392221233359,0.024215592689467248,1.1274535655975342,3.2413854598999023,5.559816837310791,2.0511233806610107,0
physx,constant_forward,0,0,4,0.03999999910593033,1.0,0.0,0.3137805163860321,0.1279424828596417,0.011703047646557992,1.2956122159957886,-2.4555511474609375,5.398339748382568,1.613507866859436,0
physx,constant_forward,0,0,5,0.04999999888241291,1.0,0.0,0.31899023056030273,0.11598131317534367,0.019785741296186612,1.5234841108322144,0.03172393888235092,6.3941144943237305,2.3210995197296143,0
physx,constant_forward,0,0,6,0.05999999865889549,1.0,0.0,0.3237020969390869,0.10262300761696026,0.02820654149114354,1.5229642391204834,-3.7079076766967773,5.789958477020264,2.7910447120666504,0
physx,constant_forward,0,0,7,0.06999999843537807,1.0,0.0,0.3270197808742523,0.11840261469865156,0.03638941862356463,1.520872712135315,-2.403693437576294,5.11618185043335,2.893012523651123,0
physx,constant_forward,0,0,8,0.07999999821186066,1.0,0.0,0.32867151498794556,0.1465640753010281,0.06302304897618813,1.5413771867752075,2.7468998432159424,4.364756107330322,2.5044198036193848,0
physx,constant_forward,0,0,9,0.08999999798834324,1.0,0.0,0.32822802662849426,0.1870196208610538,0.08133448097170028,1.5245120525360107,3.7302393913269043,5.498754024505615,1.5391017198562622,0
physx,constant_forward,0,0,10,0.09999999776482582,1.0,0.0,0.3240651488304138,0.2143435101616937,0.08628573079854608,1.3972526788711548,-2.0526437759399414,5.276216506958008,1.0061814785003662,0
physx,constant_forward,0,0,11,0.1099999975413084,1.0,0.0,0.3167695999145508,0.2324993671373605,0.08218099057005947,1.256019949913025,-6.4379963874816895,5.828362464904785,2.0392487049102783,0
physx,constant_forward,0,0,12,0.11999999731779099,1.0,0.0,0.3079920709133148,0.238273808185818,0.12908048329789673,1.2201815843582153,-2.162432909011841,6.5019683837890625,3.8916122913360596,0
physx,constant_forward,0,0,13,0.12999999709427357,1.0,0.0,0.2977633774280548,0.24779311104366267,0.19391216107102113,1.1809358596801758,-2.321758508682251,7.962605953216553,2.444321632385254,0
physx,constant_forward,0,0,14,0.13999999687075615,1.0,0.0,0.28640297055244446,0.2633765577093976,0.24181745307747501,1.1745518445968628,-1.0857250690460205,9.630541801452637,3.0031838417053223,0
physx,constant_forward,0,0,15,0.14999999664723873,1.0,0.0,0.2749379575252533,0.28685607023368825,0.2894170257170492,1.1526415348052979,-0.08454488962888718,10.914864540100098,1.9239540100097656,0
