engine,scenario_id,repeat_id,seed,step,time_s,cmd_vx,cmd_yaw,base_z,base_roll,base_pitch,base_lin_vx,base_ang_yaw,action_l2,action_delta_l2,fallen_flag
mujoco,slope_forward,1,1,1,0.010000000000000002,1.0,0.0,0.4995167221821693,0.0003110123909224357,0.0027843159379297953,-0.007295795890549383,-0.12197189440466875,1.0941307544708252,0.0,0
mujoco,slope_forward,1,1,2,0.02000000000000001,1.0,0.0,0.49818042670342116,0.0005786582202209809,0.004676625332829508,-0.0010039917751844213,-0.08765169387339267,1.0989881753921509,0.3585314452648163,0
mujoco,slope_forward,1,1,3,0.03000000000000002,1.0,0.0,0.49600311772157035,0.0005038322542635492,0.007462080745839872,-0.006244728125498571,-0.07400276356566672,1.0641260147094727,0.22130781412124634,0
mujoco,slope_forward,1,1,4,0.04000000000000003,1.0,0.0,0.4928875130481587,0.0004944592164073378,0.009089522200063562,-0.002424665687428322,-0.06347306550924972,0.8679240942001343,0.23584604263305664,0
mujoco,slope_forward,1,1,5,0.05000000000000004,1.0,0.0,0.4888068897077379,0.00024879011137737416,0.011134802093686802,-0.006399156771104658,-0.05479097443523676,0.7365401983261108,0.21016070246696472,0
mujoco,slope_forward,1,1,6,0.060000000000000046,1.0,0.0,0.48370242222031207,9.676169022380989e-05,0.012425476507124878,-0.004940156642414911,-0.051238923305849185,0.6482086181640625,0.12559150159358978,0
mujoco,slope_forward,1,1,7,0.07000000000000005,1.0,0.0,0.4775745924560174,-0.00019185902824114,0.013708545500971317,-0.00729010698235155,-0.04894403130593093,0.6269771456718445,0.08798239380121231,0
mujoco,slope_forward,1,1,8,0.08000000000000006,1.0,0.0,0.470419742218009,-0.00010728013379966434,0.01447615540738232,-0.006508658415232366,-0.035204798353698954,0.6452094912528992,0.10737089067697525,0
mujoco,slope_forward,1,1,9,0.09000000000000007,1.0,0.0,0.46226138894545044,-0.00011049794693811667,0.015331853274316569,-0.00827252195640187,-0.03903588330398137,0.6774731278419495,0.08974076062440872,0
mujoco,slope_forward,1,1,10,0.10000000000000007,1.0,0.0,0.4530976289410704,-0.0002005174814846432,0.015838518466249604,-0.007723396958995439,-0.03917618448982512,0.718201756477356,0.05916992202401161,0
mujoco,slope_forward,1,1,11,0.11000000000000008,1.0,0.0,0.4429470449676619,-0.00027866051467504826,0.016271898985583493,-0.008427249230246145,-0.03472334530534532,0.7383524775505066,0.0571291483938694,0
