metric,physx_mean,physx_std,mujoco_mean,mujoco_std
vx_mae,0.9976781390644028,0.0,0.2805758727312068,0.0
yaw_mae,0.9231911394782364,0.0,0.0620359039326441,0.0
roll_rms,0.3058461132161529,0.0,0.0636780829449884,0.0
pitch_rms,0.2810970549880532,0.0,0.0547062192198233,0.0
survival_time_s,19.999999552965164,0.0,20.00000000000146,0.0
fall_rate,0.0,0.0,0.0,0.0
action_delta_rate_mean,174.79788642787602,0.0,4.802485362850152,0.0
